,price
2472,389000
2473,890000
2474,925000
2475,285000
2476,527000
2477,310000
2478,400000
2479,790000
2480,599000
2481,281000
2482,705000
2483,475000
2484,613000
2485,350000
2486,209000
2487,215000
2488,305000
2489,656000
2490,500000
2491,785000
2492,909950
2493,224000
2494,679000
2495,800000
2496,615750
2497,406250
2498,230000
2499,560000
2500,970000
2501,359900
2502,335000
2503,381000
2504,290000
2505,3204000
2506,525000
2507,292000
2508,459000
2509,1130000
2510,156000
2511,519500
2512,434900
2513,655500
2514,226800
2515,325000
2516,799000
2517,510500
2518,260250
2519,320000
2520,805000
2521,579000
2522,660500
2523,735000
2524,652500
2525,909000
2526,299000
2527,883000
2528,195000
2529,340000
2530,425000
2531,270000
2532,320000
2533,302000
2534,212700
2535,1190000
2536,605000
2537,575000
2538,465000
2539,536000
2540,226000
2541,192000
2542,375000
2543,411000
2544,374950
2545,279000
2546,575000
2547,470000
2548,538000
2549,670000
2550,320000
2551,395000
2552,885000
2553,199000
2554,526000
2555,390000
2556,450000
2557,250000
2558,449999
2559,260750
2560,400000
2561,661000
2562,415000
2563,465000
2564,535000
2565,815000
2566,469000
2567,650000
2568,1850000
2569,750000
2570,335000
2571,272000
2572,402000
2573,210000
2574,665000
2575,509000
2576,75000
2577,166000
2578,550000
2579,235000
2580,480000
2581,715000
2582,281000
2583,576750
2584,420000
2585,260000
2586,275000
2587,464600
2588,359500
2589,440000
2590,245000
2591,587450
2592,235000
2593,775000
2594,204555
2595,405000
2596,398000
2597,210000
2598,750000
2599,575000
2600,625000
2601,510000
2602,1410000
2603,719000
2604,299995
2605,672500
2606,1040000
2607,205000
2608,638250
2609,328000
2610,563000
2611,1330000
2612,459990
2613,566000
2614,272000
2615,475000
2616,800000
2617,1900000
2618,564000
2619,485000
2620,459950
2621,325000
2622,345100
2623,640000
2624,510000
2625,710200
2626,415000
2627,410000
2628,507000
2629,265000
2630,655000
2631,252000
2632,695000
2633,481000
2634,350000
2635,915000
2636,610000
2637,960000
2638,150000
2639,299980
2640,272000
2641,200000
2642,531800
2643,1150000
2644,506400
2645,950000
2646,157000
2647,480000
2648,1955000
2649,620000
2650,430000
2651,549950
2652,395000
2653,729000
2654,235000
2655,858000
2656,350000
2657,513000
2658,538000
2659,589450
2660,850000
2661,310000
2662,515000
2663,835000
2664,308000
2665,635200
2666,510000
2667,347000
2668,492650
2669,658500
2670,268500
2671,1800000
2672,344000
2673,499500
2674,245000
2675,839704
2676,330000
2677,540000
2678,225000
2679,835000
2680,380000
2681,250000
2682,255000
2683,815000
2684,320000
2685,383001
2686,545000
2687,186000
2688,442500
2689,545000
2690,1085000
2691,365000
2692,230000
2693,365000
2694,674750
2695,382000
2696,660000
2697,169575
2698,316000
2699,419000
2700,217500
2701,385000
2702,208633
2703,489000
2704,235000
2705,297000
2706,450000
2707,393000
2708,280000
2709,80000
2710,740000
2711,825000
2712,240000
2713,775000
2714,730000
2715,299999
2716,241000
2717,365000
2718,294000
2719,507950
2720,1350000
2721,385000
2722,329922
2723,356000
2724,1810000
2725,484950
2726,275000
2727,415000
2728,671500
2729,935000
2730,541500
2731,430236
2732,2000000
2733,2400000
2734,319000
2735,692500
2736,380000
2737,369300
2738,325000
2739,267345
2740,290000
2741,440000
2742,110700
2743,430000
2744,175000
2745,396000
2746,302000
2747,533000
2748,350000
2749,567000
2750,658000
2751,855000
2752,660000
2753,219000
2754,410000
2755,360000
2756,305000
2757,2195000
2758,585000
2759,299500
2760,415000
2761,800000
2762,331500
2763,247000
2764,299000
2765,398500
2766,272500
2767,200000
2768,580000
2769,525000
2770,1000000
2771,239999
2772,261000
2773,600000
2774,415000
2775,1185000
2776,225000
2777,689000
2778,354800
2779,202500
2780,319950
2781,585000
2782,635000
2783,250800
2784,310000
2785,300000
2786,539950
2787,472000
2788,439900
2789,330000
2790,220000
2791,565000
2792,458000
2793,350000
2794,450000
2795,539500
2796,287000
2797,474950
2798,435000
2799,355000
2800,415000
2801,1027500
2802,1295650
2803,504750
2804,569500
2805,353950
2806,330000
2807,695000
2808,325000
2809,677500
2810,635500
2811,665000
2812,452000
2813,169000
2814,235000
2815,595000
2816,303000
2817,1700000
2818,330000
2819,253000
2820,580000
2821,446000
2822,383000
2823,717000
2824,740000
2825,840500
2826,254000
2827,560000
2828,323000
2829,374500
2830,190000
2831,570000
2832,550000
2833,475000
2834,521500
2835,590000
2836,520000
2837,232500
2838,1115000
2839,560000
2840,762500
2841,824000
2842,625000
2843,795000
2844,220000
2845,424000
2846,725000
2847,475000
2848,775000
2849,550000
2850,480000
2851,357000
2852,270000
2853,335900
2854,639000
2855,250000
2856,1822500
2857,432000
2858,607500
2859,630000
2860,655000
2861,229000
2862,792000
2863,600000
2864,822000
2865,555000
2866,348140
2867,159000
2868,734000
2869,899100
2870,875000
2871,1476000
2872,780000
2873,371000
2874,395000
2875,448000
2876,414000
2877,532000
2878,415900
2879,508450
2880,463000
2881,320000
2882,710800
2883,199000
2884,425000
2885,227000
2886,425000
2887,499950
2888,970000
2889,699000
2890,494000
2891,949880
2892,479000
2893,320000
2894,280005
2895,111300
2896,575000
2897,435000
2898,1839900
2899,442500
2900,335000
2901,674250
2902,800000
2903,564000
2904,465000
2905,435000
2906,1450000
2907,1675000
2908,225000
2909,282000
2910,760000
2911,350000
2912,470000
2913,831000
2914,525000
2915,425000
2916,179950
2917,640000
2918,475000
2919,287000
2920,675000
2921,249000
2922,545000
2923,193000
2924,215000
2925,349950
2926,295000
2927,897000
2928,394000
2929,565000
2930,260000
2931,425000
2932,455000
2933,744000
2934,853000
2935,650000
2936,722500
2937,600000
2938,215000
2939,1350000
2940,291500
2941,395000
2942,275000
2943,456500
2944,300000
2945,800000
2946,320000
2947,260000
2948,350000
2949,968933
2950,900000
2951,200000
2952,365000
2953,435000
2954,550000
2955,395000
2956,350000
2957,542525
2958,397500
2959,450000
2960,680000
2961,226000
2962,130000
2963,315000
2964,770000
2965,475000
2966,382500
2967,476000
2968,670000
2969,412000
2970,240000
2971,274000
2972,590000
2973,471000
2974,825000
2975,358000
2976,153500
2977,275000
2978,400000
2979,379950
2980,389500
2981,260000
2982,420000
2983,818500
2984,395000
2985,145000
2986,485000
2987,200500
2988,320000
2989,203700
2990,599900
2991,535000
2992,354000
2993,605000
2994,399000
2995,195000
2996,475000
2997,320000
2998,289900
2999,650000
3000,430000
3001,467000
3002,312500
3003,605125
3004,625000
3005,716500
3006,402000
3007,598000
3008,345000
3009,272000
3010,489500
3011,556000
3012,255000
3013,405000
3014,1575000
3015,550000
3016,475000
3017,237500
3018,390000
3019,408000
3020,555500
3021,352500
3022,1310000
3023,770000
3024,635000
3025,245000
3026,344900
3027,623000
3028,375000
3029,425000
3030,600000
3031,241000
3032,200000
3033,320000
3034,306888
3035,216000
3036,419000
3037,1595000
3038,720000
3039,1250000
3040,395000
3041,350000
3042,450000
3043,359000
3044,765000
3045,1000000
3046,309900
3047,399900
3048,318000
3049,325000
3050,1370000
3051,370000
3052,355000
3053,189900
3054,272450
3055,442500
3056,585000
3057,330000
3058,535000
3059,225000
3060,286700
3061,1311000
3062,425000
3063,200000
3064,450000
3065,1150000
3066,665000
3067,265000
3068,375000
3069,406000
3070,220000
3071,318700
3072,632000
3073,264950
3074,183750
3075,527500
3076,245000
3077,208000
3078,580000
3079,216500
3080,804000
3081,304500
3082,215000
3083,290000
3084,699000
3085,379000
3086,568000
3087,377000
3088,459950
3089,495000
3090,170000
3091,224097
3092,850000
3093,620000
3094,627000
3095,543000
3096,1151250
3097,304999
3098,433000
3099,355000
3100,545000
3101,90000
3102,550000
3103,1270000
3104,415000
3105,450000
3106,499950
3107,317000
3108,1288000
3109,380000
3110,611206
3111,238950
3112,695000
3113,305000
3114,370000
3115,615000
3116,233000
3117,230000
3118,255000
3119,738000
3120,365000
3121,996000
3122,325000
3123,840000
3124,655000
3125,785000
3126,400000
3127,1215000
3128,396675
3129,234000
3130,730000
3131,325000
3132,160000
3133,276750
3134,225000
3135,510000
3136,770000
3137,304500
3138,335000
3139,667000
3140,229050
3141,272000
3142,170000
3143,425000
3144,798000
3145,1025000
3146,612000
3147,459000
3148,2225000
3149,370000
3150,396000
3151,650000
3152,510000
3153,299000
3154,515000
3155,183500
3156,1532500
3157,415000
3158,450000
3159,333000
3160,585000
3161,375000
3162,296000
3163,590000
3164,327500
3165,820000
3166,312000
3167,317000
3168,236000
3169,330000
3170,298000
3171,735000
3172,348000
3173,690000
3174,765000
3175,901000
3176,1140000
3177,300000
3178,831500
3179,653000
3180,571000
3181,790500
3182,440000
3183,335500
3184,720000
3185,530000
3186,451000
3187,175000
3188,600000
3189,379900
3190,620000
3191,545000
3192,775950
3193,379000
3194,386380
3195,695000
3196,960000
3197,725000
3198,460000
3199,440000
3200,265000
3201,640000
3202,830000
3203,1035290
3204,665000
3205,215000
3206,299500
3207,580000
3208,450000
3209,585000
3210,1650000
3211,319000
3212,1020000
3213,505000
3214,365000
3215,332000
3216,325000
3217,295000
3218,438000
3219,454000
3220,325000
3221,1156000
3222,330000
3223,267000
3224,820000
3225,950000
3226,361000
3227,990000
3228,620000
3229,738515
3230,419000
3231,435000
3232,818000
3233,475000
3234,262500
3235,515000
3236,615000
3237,934550
3238,549995
3239,315000
3240,505657
3241,270500
3242,1557600
3243,460000
3244,770000
3245,487585
3246,270000
3247,587000
3248,480000
3249,1200000
3250,432500
3251,726000
3252,850000
3253,403000
3254,527500
3255,390000
3256,1698000
3257,950000
3258,490000
3259,216000
3260,620000
3261,700000
3262,350000
3263,204750
3264,470000
3265,270000
3266,815000
3267,215000
3268,262500
3269,875000
3270,387000
3271,620000
3272,822000
3273,269100
3274,675000
3275,327500
3276,730000
3277,205000
3278,507250
3279,3800000
3280,479950
3281,390000
3282,387000
3283,488000
3284,524000
3285,224500
3286,319000
3287,665000
3288,624500
3289,635000
3290,705000
3291,205000
3292,855000
3293,210000
3294,275000
3295,700000
3296,640000
3297,265000
3298,380000
3299,705000
3300,324950
3301,405000
3302,329950
3303,1095000
3304,285000
3305,355000
3306,859990
3307,212500
3308,279000
3309,445000
3310,376000
3311,625000
3312,360000
3313,500000
3314,279950
3315,550000
3316,989000
3317,792000
3318,438000
3319,370000
3320,952000
3321,247200
3322,650000
3323,547500
3324,372000
3325,850000
3326,326000
3327,1070000
3328,199400
3329,1250000
3330,250750
3331,390000
3332,198900
3333,890000
3334,660000
3335,575000
3336,604000
3337,520000
3338,565000
3339,409000
3340,624000
3341,1050000
3342,425000
3343,427500
3344,300000
3345,299000
3346,396480
3347,313000
3348,648000
3349,249000
3350,417000
3351,662990
3352,300000
3353,395000
3354,1430800
3355,965000
3356,422120
3357,355000
3358,1080000
3359,740000
3360,491500
3361,424000
3362,395000
3363,569500
3364,476000
3365,300000
3366,325000
3367,195000
3368,1155000
3369,185000
3370,225000
3371,850000
3372,725000
3373,711800
3374,455000
3375,153503
3376,599950
3377,430000
3378,387500
3379,1260000
3380,850000
3381,300000
3382,715000
3383,216650
3384,239950
3385,685000
3386,112000
3387,330000
3388,552100
3389,565000
3390,479900
3391,491300
3392,649800
3393,469000
3394,860000
3395,305000
3396,449950
3397,620000
3398,169317
3399,505000
3400,335620
3401,425000
3402,660000
3403,650000
3404,1230000
3405,427200
3406,499950
3407,475000
3408,677790
3409,365650
3410,314000
3411,749950
3412,283000
3413,329500
3414,360000
3415,420000
3416,265000
3417,325000
3418,280000
3419,289950
3420,735000
3421,264950
3422,378000
3423,525000
3424,1029900
3425,438000
3426,420000
3427,349950
3428,207000
3429,479500
3430,560000
3431,270000
3432,1150000
3433,520000
3434,690000
3435,879950
3436,364950
3437,480000
3438,330000
3439,360000
3440,1045000
3441,549000
3442,305000
3443,313500
3444,369950
3445,679975
3446,290000
3447,293000
3448,432000
3449,835000
3450,223000
3451,276200
3452,755000
3453,1959000
3454,300000
3455,585000
3456,389000
3457,297262
3458,270000
3459,549000
3460,235000
3461,675000
3462,818000
3463,292600
3464,431750
3465,1565000
3466,475000
3467,546000
3468,1184000
3469,1065500
3470,570000
3471,597750
3472,210000
3473,334200
3474,599950
3475,875000
3476,294000
3477,400000
3478,475000
3479,1180000
3480,269950
3481,525000
3482,1100000
3483,294000
3484,285000
3485,475000
3486,905000
3487,397000
3488,511000
3489,230000
3490,400000
3491,360000
3492,575000
3493,282000
3494,915000
3495,395000
3496,304950
3497,810000
3498,460000
3499,320000
3500,495000
3501,750000
3502,256000
3503,937500
3504,725126
3505,537000
3506,268750
3507,869000
3508,404500
3509,1695000
3510,415000
3511,750000
3512,287500
3513,325000
3514,245000
3515,360000
3516,880000
3517,755000
3518,375000
3519,900000
3520,425000
3521,380000
3522,695000
3523,400000
3524,1146800
3525,459000
3526,490000
3527,1387000
3528,450000
3529,480000
3530,305000
3531,440000
3532,316000
3533,409500
3534,1655000
3535,412500
3536,568500
3537,565000
3538,390000
3539,805000
3540,345000
3541,502700
3542,1200000
3543,315000
3544,650000
3545,289950
3546,831000
3547,461000
3548,455000
3549,580000
3550,439000
3551,650000
3552,338500
3553,528000
3554,870000
3555,265000
3556,402500
3557,345000
3558,360000
3559,153000
3560,490000
3561,775000
3562,315000
3563,227000
3564,275000
3565,356999
3566,855000
3567,390000
3568,389990
3569,293550
3570,619100
3571,283500
3572,360000
3573,367500
3574,2555000
3575,270950
3576,199950
3577,349950
3578,338000
3579,350000
3580,1325000
3581,195000
3582,1050000
3583,142000
3584,337500
3585,307000
3586,450000
3587,502000
3588,360000
3589,810000
3590,240000
3591,567500
3592,295000
3593,347000
3594,328000
3595,449000
3596,585000
3597,279000
3598,529500
3599,535000
3600,751000
3601,325000
3602,190000
3603,675000
3604,650000
3605,574000
3606,495000
3607,325000
3608,823000
3609,613500
3610,310000
3611,529900
3612,204000
3613,326000
3614,637000
3615,260000
3616,250000
3617,350000
3618,381800
3619,330000
3620,241400
3621,490000
3622,625000
3623,575000
3624,346000
3625,740000
3626,242000
3627,540000
3628,360000
3629,229950
3630,229000
3631,392500
3632,252000
3633,512000
3634,1093000
3635,677000
3636,345000
3637,392000
3638,292500
3639,255000
3640,210000
3641,690000
3642,255000
3643,257700
3644,250000
3645,655000
3646,2538000
3647,185000
3648,485000
3649,287000
3650,497000
3651,255000
3652,252700
3653,274000
3654,370000
3655,538250
3656,386900
3657,650000
3658,950000
3659,493000
3660,1240000
3661,300000
3662,395000
3663,435000
3664,267500
3665,895000
3666,225000
3667,389800
3668,550000
3669,535000
3670,379900
3671,515000
3672,264250
3673,480000
3674,708000
3675,820000
3676,1011000
3677,1485000
3678,320000
3679,465000
3680,230000
3681,1075000
3682,569500
3683,263950
3684,920000
3685,600000
3686,140000
3687,1445000
3688,135000
3689,498000
3690,872500
3691,270000
3692,300000
3693,620000
3694,360000
3695,625000
3696,575000
3697,241000
3698,105000
3699,1260000
3700,176000
3701,402000
3702,552321
3703,1535000
3704,340000
3705,1013050
3706,712000
3707,539950
3708,740000
3709,549950
3710,345000
3711,312500
3712,593000
3713,278000
3714,864327
3715,615000
3716,560000
3717,350000
3718,348000
3719,306500
3720,499950
3721,370000
3722,685000
3723,179000
3724,901000
3725,825000
3726,182000
3727,1075000
3728,443500
3729,462600
3730,465000
3731,480000
3732,765000
3733,625000
3734,685000
3735,925000
3736,645000
3737,1940000
3738,600000
3739,430000
3740,339100
3741,410000
3742,381000
3743,400000
3744,324000
3745,455000
3746,706000
3747,750000
3748,549950
3749,811000
3750,742500
3751,170000
3752,470000
3753,512500
3754,390000
3755,235000
3756,578888
3757,450000
3758,264950
3759,319450
3760,352000
3761,450000
3762,513000
3763,595000
3764,549500
3765,515000
3766,715000
3767,353000
3768,375000
3769,425000
3770,858000
3771,1100000
3772,375000
3773,388000
3774,800000
3775,483945
3776,339950
3777,735000
3778,290000
3779,318000
3780,337500
3781,695000
3782,700000
3783,299500
3784,467000
3785,998800
3786,285000
3787,1400000
3788,280000
3789,424000
3790,337000
3791,835000
3792,619790
3793,775000
3794,459000
3795,320000
3796,208000
3797,435000
3798,561000
3799,482000
3800,525000
3801,337900
3802,3418800
3803,452000
3804,422250
3805,652100
3806,435000
3807,350000
3808,325000
3809,265000
3810,349950
3811,510000
3812,592500
3813,1160000
3814,422500
3815,785200
3816,270000
3817,188500
3818,157340
3819,235000
3820,563500
3821,327000
